URL,Version,Status,OIDs,Name,Title,Description,Used
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-hiv-art-register-tpt-outcome-cs,0.0.0,draft,"2.16.840.1.113884.3.9944.1.16.27",NgHivArtRegisterTptOutcomeCS,NG HIV ART Register TPT Outcome Codes,"TB preventive-therapy outcome codes printed in column A22 of the National ART Register.","ValueSet/ng-hiv-art-register-tpt-outcome-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-hiv-arv-adherence-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.28",NgHivARVAdherenceCS,HIV-ARV Adherence CodeSystem,"ARV Adherence","ConceptMap/NgHivLocalToWHOHiv,ValueSet/ng-hiv-arv-adherence-vs,ConceptMap/NgHivLocalToLOINC,ValueSet/ng-hiv-local-concepts"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-hiv-arv-regimen-change-category-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.29",NgHivARVRegimenChangeCategoryCS,HIV ARV Regimen Change Category,"Codes used for representing the category for the ARV regimen change.","ValueSet/ng-hiv-arv-regimen-change-category-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-hiv-arv-regimen-substitute-type-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.30",NgHivARVRegimenSubstituteTypeCS,HIV ARV Regimen Substitue Type,"Codes used for representing the type for the ARV regimen substitued.","ValueSet/ng-hiv-arv-regimen-change-type-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-hiv-arv-regimen-switch-type-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.31",NgHivARVRegimenSwitchTypeCS,ARV Regimen Switch Type,"Codes used for representing the type for the ARV regimen switched.","ValueSet/ng-hiv-arv-regimen-change-type-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-hiv-arv-treatment-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.32",NgHivARVTreatmentCS,HIV ARV Drugs CodeSystem,"A list of codes describing the ARV Drugs.","ValueSet/ng-hiv-arv-treatment-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-hiv-care-art-codes-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.33",NgHivCareArtCodesCS,NG HIV Care and ART Codes,"Local codes transcribed from the Nigeria HIV Care/ART Card for coded answers used by the HIV care and ART Questionnaire.","ValueSet/ng-hiv-regimen-change-reason-vs,ValueSet/ng-hiv-educational-status-vs,ValueSet/ng-hiv-marital-status-vs,ValueSet/ng-hiv-tb-preventive-therapy-vs,ValueSet/ng-hiv-drug-resistance-result-vs,ValueSet/ng-hiv-prior-art-vs,ValueSet/ng-hiv-kp-typology-vs,ValueSet/ng-hiv-cd4-reference-vs,ValueSet/ng-hiv-care-entry-point-vs,ValueSet/ng-hiv-cause-of-death-vs,ValueSet/ng-hiv-art-stop-reason-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-hiv-cd4-vl-classification-for-treatment-failure-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.35",NgHivCD4AndVLClassificationForTreatmentFailureCS,HIV Viral Load/CD4 Count Classifications CodeSystem,"Codes used for indicating the classification for the Viral Load/CD4 count treatment failure.","ValueSet/ng-hiv-cd4-vl-classification-for-treatment-failure-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-hiv-cervical-cancer-screening-hpv-result-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.36",NgHivCervicalCancerScreeningHPVResultsCS,HIV-Cervical Cancer Screening Results CodeSystem,"A list of codes describing the Cervical Cancer Screening Results","ValueSet/ng-hiv-cervical-cancer-screening-result-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-hiv-cervical-cancer-screening-method-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.37",NgHivCervicalCancerScreeningMethodCS,HIV-Cervical Cancer Screening Method CodeSystem,"A list of codes describing the Cervical Cancer Screening Method","ValueSet/ng-hiv-cervical-cancer-screening-method-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-hiv-cervical-cancer-screening-type-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.38",NgHivCervicalCancerScreeningTypeCS,HIV Cervical Cancer Screening Type,"Codes used for representing the cervical screening type.","ValueSet/ng-hiv-cervical-cancer-screening-type-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-hiv-cervical-cancer-screening-via-result-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.39",NgHivCervicalCancerScreeningVIAResultsCS,HIV-Cervical Cancer Screening Results CodeSyetem,"A list of codes describing the Cervical Cancer Screening Results","ValueSet/ng-hiv-cervical-cancer-screening-result-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-hiv-diagnosis-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.113",NgHivDiagnosisCS,Nigeria HIV Diagnosis Codes,"Local HIV programme diagnosis concepts used where a specific opportunistic-infection diagnosis is required.","ValueSet/ng-hiv-diagnosis-concepts-vs,ConceptMap/NgHivDiagnosisToICD11"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-hiv-dsd-assessment-status-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.41",NgHivDSDAssessmentStatusCS,Differentiated Service Delivery - Assessment Status,"Code used for indicating the status of the DSD assessment.","ValueSet/ng-hiv-dsd-assessment-status-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-hiv-dsd-category-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.42",NgHivDSDCategoryCS,HIV DSD - Category CodeSystem,"Code used for indicating the category for the DSD assessment.","ValueSet/ng-hiv-dsd-category-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-hiv-dsd-reason-for-category-change-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.43",NgHivDSDReasonForCategoryChangeCS,HIV DSD - Reason For Category Change CodeSystem,"Code used for indicating the reason for the category change for the DSD assessment.","ConceptMap/NgHivLocalToWHOHiv,ConceptMap/NgHivLocalToLOINC,ValueSet/ng-hiv-local-concepts,ValueSet/ng-hiv-dsd-reason-for-category-change-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-hiv-eac-form-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.44",NgHivEacFormCS,NG HIV Enhanced Adherence Counselling Form Codes,"Local coded answers transcribed from the Nigeria Enhanced Adherence Counselling Form for adherence assessment, adherence barriers, service interventions and intervention tools.","ValueSet/ng-hiv-eac-intervention-tools-vs,ValueSet/ng-hiv-eac-adherence-vs,ValueSet/ng-hiv-eac-intervention-services-vs,ValueSet/ng-hiv-eac-barriers-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-hiv-eac-given-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.45",NgHivEACGivenCS,HIV EAC Given CodeSystem,"Codes used for representing the Enhanced Adherence Councilling (EAC) given.","ValueSet/ng-hiv-eac-given-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-hiv-eac-register-virologic-failure-cause-cs,0.0.0,draft,"2.16.840.1.113884.3.9944.1.16.46",NgHivEacRegisterVirologicFailureCauseCS,NG HIV EAC Register Suspected Causes of Virologic Failure,"Codes printed in the Enhanced Adherence Counselling Monitoring Register for recording the suspected cause or causes of virologic failure after EAC.","ValueSet/ng-hiv-eac-register-virologic-failure-cause-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-hiv-encounter-visit-type-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.49",NgHivEncounterVisitTypeCS,HIV-Nature of Encounter CodeSystem,"A list of codes describing the nature of the patient visit to the health facility","ValueSet/ng-hiv-encounter-visit-type-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-hiv-enhanced-adherence-counselling-status-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.50",NgHivEnhancedAdherenceCounsellingCS,Enhanced Adherence Counselling,"Code used for indicating a proprietary enhanced adherence counselling","ConceptMap/NgHivLocalToWHOHiv,ConceptMap/NgHivLocalToSNOMEDCT,ValueSet/ng-hiv-local-concepts"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-hiv-final-outcome-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.52",NgHivFinalOutcomeCS,HIV - Final Outcome CodeSystem,"Final Outcome","ConceptMap/NgHivLocalToWHOHiv,ConceptMap/NgHivLocalToLOINC,ValueSet/ng-hiv-final-outcome-value-set,ValueSet/ng-hiv-local-concepts"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-hiv-index-case-partner-questionnaire-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.53",NgHivIndexCasePartnerQuestionnaireCS,HIV Index Case Sex Partner Questionnaire,"Proprietary Codes used in the Index Case Partner Questionnaire.","ValueSet/ng-hiv-reason-partner-not-contacted-vs,ValueSet/ng-hiv-partner-case-closure-status-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-hiv-int-lab-form-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.54",NgHivIntLabFormCS,NG HIV Integrated Laboratory Form Codes,"Local coded answer concepts transcribed or inferred from the Nigeria HIV Integrated Laboratory Order and Result Form revised November 2025.","ValueSet/ng-hiv-int-lab-other-test-vs,ValueSet/ng-hiv-int-lab-register-test-vs,ValueSet/ng-hiv-int-lab-positive-negative-result-vs,ValueSet/ng-hiv-int-lab-arv-prophylaxis-vs,ValueSet/ng-hiv-int-lab-regimen-line-vs,ValueSet/ng-hiv-int-lab-eid-result-vs,ValueSet/ng-hiv-int-lab-viral-load-indication-vs,ValueSet/ng-hiv-int-lab-reactive-result-vs,ValueSet/ng-hiv-int-lab-eid-age-category-vs,ValueSet/ng-hiv-int-lab-specimen-type-vs,ValueSet/ng-hiv-int-lab-cytology-method-vs,ValueSet/ng-hiv-int-lab-requested-test-type-vs,ValueSet/ng-hiv-int-lab-eid-indication-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-hiv-int-lab-register-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.55",NgHivIntLabRegisterCS,NG HIV Integrated Laboratory Monitoring Register Codes,"Local codes required to represent the Integrated Laboratory Monitoring Register revised November 2025. The source workbook does not provide a complete EID-entry-point legend or a POC error-code catalogue; those values are therefore represented using existing terminology or free text in the logical model.","ValueSet/ng-hiv-int-lab-register-viral-load-category-vs,ValueSet/ng-hiv-int-lab-register-dsd-status-vs,ValueSet/ng-hiv-int-lab-register-viral-load-disaggregation-vs,ValueSet/ng-hiv-int-lab-register-monitoring-type-vs,ValueSet/ng-hiv-int-lab-register-mode-of-testing-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-hiv-occupation-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.56",NgHivOccupationCS,HIV Occupation Codes,"Codes used for representing the patient's occupation","ValueSet/ng-hiv-occupation-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-hiv-partner-notification-plan-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.58",NgHivPartnerNotificationPlanCS,HIV Partner Notification Plan CodeSystem,"Codes used for indicating the plan for notifying the partner regarding the index case's HIV status.","ValueSet/ng-hiv-partner-notification-plan-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-hiv-period-of-hiv-exposure-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.59",NgHivPeriodOfHIVExposureCS,HIV Period of HIV Exposure,"Codes used for indicating the period when last the individual was exposed to HIV.","ValueSet/ng-hiv-period-of-hiv-exposure-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-hiv-pharmacy-order-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.60",NgHivPharmacyOrderCS,NG HIV Pharmacy Order Form Codes,"Local coded medicine products transcribed from the Nigeria Combined Pharmacy Order Form revised November 2025. The codes distinguish products by program category, ingredient combination and preprinted strength.","ValueSet/ng-hiv-adult-art-medication-vs,ValueSet/ng-hiv-prep-medication-vs,ValueSet/ng-hiv-paediatric-art-medication-vs,ValueSet/ng-hiv-oi-prophylaxis-treatment-medication-vs,ValueSet/ng-hiv-tb-preventive-therapy-medication-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-hiv-pharmacy-worksheet-arv-prophylaxis-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.61",NgHivPharmacyWorksheetArvProphylaxisCS,NG HIV Pharmacy Worksheet HEI ARV Prophylaxis Regimens,"ARV prophylaxis codes printed in W17 for HIV-exposed infants.","ValueSet/ng-hiv-pharmacy-worksheet-arv-prophylaxis-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-hiv-pharmacy-worksheet-dsd-model-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.62",NgHivPharmacyWorksheetDsdModelCS,NG HIV Pharmacy Worksheet DSD Models,"DSD models represented by W9 and W10.","ValueSet/ng-hiv-pharmacy-worksheet-dsd-model-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-hiv-pharmacy-worksheet-medicine-category-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.63",NgHivPharmacyWorksheetMedicineCategoryCS,NG HIV Pharmacy Worksheet Medicine Categories,"Medicine-section categories printed on the revised Pharmacy Daily Worksheet.","ValueSet/ng-hiv-pharmacy-worksheet-medicine-category-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-hiv-pharmacy-worksheet-medicine-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.64",NgHivPharmacyWorksheetMedicineCS,NG HIV Pharmacy Daily Worksheet Medicine Columns,"Local codes for the fixed medicine columns W24–W71 on the revised November 2025 Pharmacy Daily Worksheet. The code is the printed worksheet column identifier, allowing exact reconstruction of the paper worksheet.","ValueSet/ng-hiv-pharmacy-worksheet-medicine-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-hiv-pharmacy-worksheet-summary-scope-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.65",NgHivPharmacyWorksheetSummaryScopeCS,NG HIV Pharmacy Worksheet Summary Scopes,"The three summary rows printed at the bottom of the worksheet.","ValueSet/ng-hiv-pharmacy-worksheet-summary-scope-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-hiv-positive-tracking-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.66",NgHivPositiveTrackingCS,HIV Positive Tracking,"Codes used for representing HIV positive tracking.","ConceptMap/NgHivLocalToWHOHiv,ValueSet/ng-hiv-tracking-vs,ConceptMap/NgHivLocalToLOINC,ConceptMap/NgHivLocalToSNOMEDCT,ValueSet/ng-hiv-local-concepts"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-hiv-precancerous-lesion-treatment-received-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.67",NgHivPrecancerousLesionTreatmentReceivedCS,HIV-Precancerous Lesion Treatment Received CodeSystem,"A list of codes describing the precancerous lesion treatment received","ValueSet/ng-hiv-cervical-cancer-treatment-received-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-hiv-reason-for-art-eligibility-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.68",NgHivReasonForARTEligibilityCS,HIV Reasons For ART Eligibility,"Reasons For ART Eligibility","ValueSet/ng-hiv-reason-for-art-eligibility-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-hiv-reason-not-started-art-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.69",NgHivReasonNotStartedARTCS,HIV - Reason Not Started ART CodeSystem,"Reason Not Started ART","ConceptMap/NgHivLocalToWHOHiv,ConceptMap/NgHivLocalToLOINC,ValueSet/ng-hiv-local-concepts,ValueSet/ng-hiv-reason-not-started-art-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-hiv-routine-indication-viral-load-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.70",NgHivRoutineIndicationViralLoadCS,HIV Routine Indication Viral Load,"Codes used for representing routine indication for viral load.","ValueSet/ng-hiv-vl-indication-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-hiv-service-provider-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.71",NgHivServiceProviderTypeCS,HIV Service Providers CodeSystem,"Code used for representing the classification of organizations providing health services.","ConceptMap/NgHivLocalToLOINC,ConceptMap/NgHivLocalToSNOMEDCT,ValueSet/ng-hiv-local-concepts"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-hiv-status-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.72",NgHivStatusCS,NG Client HIV status CS,"This CodeSystem IMMZ.C.DE31 defines list of options for HIV status of a Client","ValueSet/ng-hiv-status-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-hiv-suspicious-cancerous-treatment-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.73",NgHivSuspiciousCancerousTreatmentCS,HIV-Suspicious Cancerous Treatment CodeSystem,"A list of codes describing the suspicious Cancerous treatment","ValueSet/ng-hiv-cervical-cancer-treatment-received-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-hiv-target-population-category-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.74",NgHivTargetPopulationCategoryCS,Target Population Category Codes,"Codes used for representing the patient's target population category","ConceptMap/NgHivLocalToWHOHiv,ConceptMap/NgHivLocalToSNOMEDCT,ValueSet/ng-target-population-category-vs,ValueSet/ng-hiv-local-concepts"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-hiv-targeted-indication-viral-load-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.75",NgHivTargetedIndicationViralLoadCS,HIV Targeted Indication Viral Load,"Codes used for representing targeted indication for viral load.","ValueSet/ng-hiv-vl-indication-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-hiv-tracking-attempt-stage-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.76",NgHivTrackingAttemptStageCS,NG HIV Tracking Register Attempt Stages,"The four numbered tracking attempts and the final attempt at the end of the tracking period represented by columns T19–T23.","ValueSet/ng-hiv-tracking-attempt-stage-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-hiv-tracking-default-reason-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.77",NgHivTrackingDefaultReasonCS,NG HIV Tracking Register Reasons for Defaulting,"Reasons recorded when successful contact establishes why the client missed the appointment.","ValueSet/ng-hiv-tracking-default-reason-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-hiv-tracking-discontinuation-reason-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.78",NgHivTrackingDiscontinuationReasonCS,NG HIV Tracking Register Reasons for Discontinuation,"Reasons for discontinuing care at the facility printed for T26.","ValueSet/ng-hiv-tracking-discontinuation-reason-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-hiv-tracking-dsd-model-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.79",NgHivTrackingDsdModelCS,NG HIV Tracking Register DSD Model Codes,"High-level DSD model codes printed in T15.","ValueSet/ng-hiv-tracking-dsd-model-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-hiv-tracking-dsd-status-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.80",NgHivTrackingDsdStatusCS,NG HIV Tracking Register DSD Status Codes,"High-level differentiated-service-delivery status codes printed in T15. The source register spells devolved as 'Devloved'; this artefact uses the intended spelling while preserving code D.","ValueSet/ng-hiv-tracking-dsd-status-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-hiv-tracking-mode-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.81",NgHivTrackingModeCS,NG HIV Tracking Register Tracking Modes,"Tracking modes printed for T19–T23.","ValueSet/ng-hiv-tracking-mode-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-hiv-tracking-person-contacted-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.82",NgHivTrackingPersonContactedCS,NG HIV Tracking Register Person Contacted Codes,"Person-contacted codes printed for T19–T23.","ValueSet/ng-hiv-tracking-person-contacted-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-hiv-tracking-reason-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.83",NgHivTrackingReasonCS,NG HIV Tracking Register Reasons for Tracking,"Reason-for-tracking codes printed for T16.","ValueSet/ng-hiv-tracking-reason-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-hiv-transfer-reason-cs,0.0.0,draft,"2.16.840.1.113884.3.9944.1.16.84",NgHivTransferReasonCS,NG HIV Care and Treatment Transfer Reasons,"Reasons for transferring a client between HIV treatment sites, transcribed from the November 2025 HIV Care and Treatment Transfer Form.","ValueSet/ng-hiv-transfer-reason-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-hiv-who-stage-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.85",NgHivWHOStageCS,WHO Stage Codes,"Code used for representing the patient's WHO stage.","ValueSet/ng-hiv-who-stage-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-immunization-contraindication-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.86",NgImmunizationContraindicationCS,NG Vaccine contraindications CS,"A set of standardized codes used to represent clinical conditions, diagnoses, or circumstances that serve as contraindications to the administration of one or more vaccines.","ValueSet/ng-vaccine-contraindication-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-immunization-session-type-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.87",NgImmunizationSessionTypeCS,NG Immunization Session types CS,"Type of session for immunization Could be in a fixed facility, outreach or mobile.","ValueSet/ng-immunization-session-type-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-lgas-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.88",NgLgasCS,NG LGAs in Nigeria CS,"This CodeSystem defines LGA codes and names mapped to their respective States in Nigeria.","ValueSet/ng-lgas-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-nutritional-screening-result-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.90",NgNutritionalScreeningResultCS,Nutritional Screening Result Codes,"Codes used for representing the patient's nutritional screening result.","ValueSet/ng-nutritional-screening-result-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-nutritional-suppliments-provided-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.91",NgNutritionalSupplimentsProvidedCS,Nutritional Suppliments Provided Codes,"Code used for representing the patient's nutritional suppliments provided.","ValueSet/ng-nutritional-suppliments-provided-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-organization-owner-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.93",NgOrganizationOwnerCS,NG Location Owner CS,"This CodeSystem defines Immunization Location Owner.","ValueSet/ng-organization-owner-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-patient-education-level-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.94",NgPatientEducationLevelCS,HIV Patient Education Level Codes,"Codes used for indicating the patient's highest qualification.","ConceptMap/NgHivLocalToLOINC,ValueSet/ng-hiv-local-concepts"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-patient-identifier-type-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.95",NgPatientIdentifierTypeCS,NG Patient Identifier Type CS,"This CodeSystem defines list of options for uniquely Identifting a Client","ValueSet/ng-client-identifier-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-pregnancy-status-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.97",NgPregnancyStatusCS,NG Client Pregnancy Status CS,"This CodeSystem defines list of options for Pregnancy status of a Client","ValueSet/ng-pregnancy-status-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-provenance-activity-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.98",NgProvenanceActivityCS,NG Provenance Activity Codes,"Local CodeSystem defining provenance activity codes for data lifecycle operations such as anonymization, de-identification, labeling, creation, and deletion.","ValueSet/ng-provenance-activity-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-relationship-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.99",NgRelationshipsCS,NG Relationships CS,"This CodeSystem defines list of persons related to a patient, but who is not a direct target of care","ValueSet/ng-relationships-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-sibling-health-status-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.100",NgSiblingHealthStatusCS,NG Health Status CS,"This CodeSystem IMMZ.C.DE30 defines the health of the client's sibling","ValueSet/ng-sibling-health-status-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-states-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.101",NgStatesCS,NG States in Nigeria CS,"This CodeSystem defines ward codes and names mapped to their respective States in Nigeria.","ValueSet/ng-states-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-tb-screening-diagnostic-test-type-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.102",NgTBScreeningDiagnosticTestTypeCS,TB Screening Diagnostic Test Type Codes CodeSystem,"A list of codes describing the types of diagnostic tests that can be peformed on the specimen taken during TB screening.","ValueSet/ng-tb-screening-diagnostic-test-type-vs"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-tb-tpt-prophylaxis-type-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.105",NgTbTPTProphylaxisTypeCS,TB TPT Prophylaxis Type Codes,"A list of codes describing the TPT prophylaxis type.","ConceptMap/NgHivLocalToWHOHiv,ConceptMap/NgHivLocalToLOINC,ValueSet/ng-tb-tpt-prophylaxis-type-vs,ValueSet/ng-hiv-local-concepts"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-tb-treatment-status-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.106",NgTBTreatmentStatusCS,TB Treatment Status Codes CodeSystem,"A list of codes describing the status of TB treatment.","ValueSet/ng-tb-treatment-status-value-set"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-vaccine-icd-cs,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.107",NgVaccineLibraryICD11CS,NG IMMZ.D.DE4 ICD11 Vaccine Library,"ICD11 code Immunization.vaccineCode. Dose/order is not encoded in codes; use protocolApplied.doseNumber[x].","ValueSet/ng-vaccine-icd-vs,ConceptMap/NgVaccineLocal-to-ICD11"
https://fhir-ig.digitalhealth.gov.ng/CodeSystem/ng-vaccine-local,0.0.0,active,"2.16.840.1.113884.3.9944.1.16.109",NgVaccineLocalCS,NG IMMZ.D.DE4 Vaccine Local Codes (Dose-labelled),"Locally defined vaccine codes used for data capture and UI labels. Doses are local; external systems map at antigen/product level.","ValueSet/ng-vaccine-local-vs,ConceptMap/NgVaccineLocal-to-SNOMED,ConceptMap/NgVaccineLocal-to-ICD11"
